,kapasite
,ABONE
,ABONE/GÜN
,ABONE/YIL
,ABONELİK
,ADET
,ADET/8 SAAT
,ADET/10L
,ADET/AY
,ADET/BALON
,ADET/DAKİKA
,ADET/DEVRE
,ADET/DÖNEM
,ADET/GÜN
,ADET/HAFTA
,ADET/PERYOT
,ADET/SAAT
,ADET/TEKNE
,ADET/TEST
,ADET/UÇAK
,ADET/YIL
,AMPUL/YIL
,ANALİZ/GÜN
,ANALİZ/YIL
,ANEX
,APART
,APART ÜNİTE
,ARAÇ/GÜN
,ARAÇ/YIL
,ARAÇLIK
,AT/YIL
,ATM
,AYAK/YIL
,BANT/YIL
,BASKI/GÜN
,BASKI/SAAT
,BASKI/YIL
,BAŞ
,BAŞ/DEVRE
,BAŞ/DÖNEM
,BAŞ/GÜN
,BAŞ/SAAT
,BAŞ/YIL
,BİDON/YIL
,BİN ADET/YIL
,BİN NM3
,BUNGALOV
,BÜYÜKBAŞ
,BÜYÜKBAŞ/DEVRE
,BÜYÜKBAŞ/DÖNEM
,BÜYÜKBAŞ/GÜN
,BÜYÜKBAŞ/YIL
,CM
,CM2/YIL
,CRAT/YIL
,ÇADIR
,ÇEKİM/YIL
,ÇİFT
,ÇİFT/GÜN
,ÇİFT/YIL
,ÇOCUK/YIL
,ÇUVAL/YIL
,DAL/YIL
,DAM/KM
,DEKAR
,DEKAR ALANDA
,DEKAR/YIL
,DELİKLİ
,DERSLİK
,DESİ/YIL
,DESTE/YIL
,DİA/YIL
,DİLİM/YIL
,DİREKLİ
,DM/KM
,DM2/YIL
,DOZ
,DOZ/YIL
,DÖNÜM ALANDA
,DÖNÜMLÜK
,DÜZİNE
,DÜZİNE/YIL
,DWT
,DWT/YIL
,EKİP/AY
,ERİŞİM
,FİLM/YIL
,FALCON/YIL
,FORMA/YIL
,GB
,GB BELLEK
,GCAL/YIL
,GÖRÜNTÜ/YIL
,GÖZ
,GÖZ/GÜN
,GR/YIL
,GROSSA/YIL
,GRT(GROSSTON)
,GRT/YIL
,GRUP/YIL
,GÜN
,GÜN/YIL
,GWH
,GWH/YIL
,HA
,HA/KM
,HABER/GÜN
,HASTA
,HASTA/GÜN
,HASTA/YIL
,HAT
,HAT/YIL
,HATLI
,HEKTAR
,HEKTAR/YIL
,HL/YIL
,HLT/YIL
,İNCELEME/YIL
,İŞLEM/SANİYE
,KABUL/YIL
,KAMARA
,KAPSÜL/YIL
,KART
,KASA/YIL
,KAT
,KATLI
,KAVANOZ/YIL
,KB BELLEK
,KBİT
,KCAL
,KCAL/SAAT
,KCAL/YIL
,KG
,KG/GÜN
,KG/SAAT
,KG/YIL
,KİŞİ
,KİŞİ/GÜN
,KİŞİ/MUAYENE
,KİŞİ/SAAT
,KİŞİ/YIL
,KİŞİLİK
,KM
,KM/GÜN
,KM/YIL
,KOLİ
,KOLİ/YIL
,KOLTUK
,KONTEYNER/YIL
,KONUT
,KONUT/YIL
,KONUTLUK
,KOVAN
,KOVAN/YIL
,KÖY
,KUTU
,KUTU/YIL
,KUTUP
,KUTUP/YIL
,KÜÇÜKBAŞ
,KÜÇÜKBAŞ/DEVRE
,KÜÇÜKBAŞ/DÖNEM
,KÜÇÜKBAŞ/GÜN
,KÜÇÜKBAŞ/YIL
,KÜTÜK/YIL
,LABORATUAR
,LAMA/YIL
,LIGHT WEIGHT
,LİTRE
,LİTRE/GÜN
,LİTRE/YIL
,M/SAAT
,M/TON
,M/TÜL
,M/YIL
,M2
,M2/GÜN
,M2/SAAT
,M2/YIL
,M3
,M3/DÖNEM
,M3/GÜN
,M3/HOUR
,M3/SAAT
,M3/YIL
,MAĞAZALI
,MB
,MB  BELLEK
,MB/YIL
,MCAL/YIL
,METRE
,MIPS
,MİLYAR M3/YIL
,MİLYON ADET
,MİLYON M/YIL
,MİLYON M2/YIL
,MİLYON M3/YIL
,MİLYON TON/YIL
,MİLYON/YIL
,MKCAL/YIL
,MLN.ADET/YIL
,MLN.SAYFA/YIL
,MLN.VURUŞ/YIL
,MOTİF/YIL
,MOTOR
,MTR/TON/YIL
,M-TUL/YIL
,MVA
,MVAR/SAAT/YIL
,MVAR/YIL
,MW
,MW/YIL
,N M3/HOUR
,NM3/YIL
,OM/YIL
,OTOMOBİL/YIL
,OYUNCU/YIL
,ÖĞRENCİ
,ÖĞRENCİ/YIL
,ÖĞRENCİLİK
,PAFTA/HAFTA
,PAFTA/YIL
,PAKET
,PAKET/SAAT
,PAKET/YIL
,PALET/YIL
,PARÇA
,PARÇA/YIL
,PİLİÇ/YIL
,PL/YIL
,PLAKA/YIL
,PORSİYON/GÜN
,PORSİYON/YIL
,POS
,POŞET/YIL
,PROGRAM/YIL
,RESİM/GÜN
,REYON
,RULO/YIL
,SAAT
,SAAT/GÜN
,SAAT/YIL
,SAP/YIL
,SATIR/YIL
,SAYFA
,SAYFA/DAKİKA
,SEANS/YIL
,SEFER/YIL
,SEMİNER/YIL
,SET
,SET/YIL
,SİSTEM
,SİSTEM/YIL
,SM3/YIL
,ŞİŞE
,ŞİŞE/GÜN
,ŞİŞE/SAAT
,ŞİŞE/YIL
,ŞUBE
,TABAKA/SAAT
,TABAKA/YIL
,TABLDOT/GÜN
,TABLDOT/YIL
,TABLET/YIL
,TAKIM
,TAKIM/GÜN
,TAKIM/YIL
,TAMANALİZ/GÜN
,TANK
,TEPSİ/GÜN
,TEPSİ/YIL
,TERMİNAL
,TESİS/YIL
,TEST/GÜN
,TEST/YIL
,TEU
,TEU/YIL
,TON
,TON/ 3YIL
,TON/DÖNEM
,TON/GÜN
,TON/SAAT
,TON/SEZON
,TON/YIL
,TOP/YIL
,TORBA/YIL
,TÜP/YIL
,UÇAK
,UÇAK/YIL
,UYDU/YIL
,ÜNİTE
,ÜNİTE/YIL
,VAGON
,VURUŞ/YIL
,WATT
,YAT
,YATAK
,YILDIZ
,YOLCU
,YOLCU/GÜN
,YOLCU/SAAT
,YOLCU/YIL