0111,TAHIL VE BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER BİTKİSEL ÜRÜNLERİN YETİŞTİRİLMESİ
0112,"SEBZE, BAHÇE VE KÜLTÜR BİTKİLERİ İLE FİDANLIK ÜRÜNLERİNİN YETİŞTİRİLMESİ"
0113,"MEYVE, SERT KABUKLULAR, İÇECEK VE BAHARAT BİTKİLERİNİN YETİŞTİRİLMESİ"
0121,"KOYUN, KEÇİ, SIĞIR, AT, EŞEK, BARDO, KATIR VB. YETİŞTİRİLMESİ; SÜT HAYVANCILIĞI"
0122,DİĞER HAYVANLARIN YETİŞTIRİLMESİ; BAŞKA YERDE SINIFLANDIRILMAMIŞ HAYVANSAL ÜRÜNLERİN ÜRETİMİ
0130,HAYVANCILIKLA BİRLİKTE BİTKİSEL ÜRÜNLERİN YETİŞTİRİLMESİ (KARMA ÇİFTÇİLİK)
0140,TARIM VE HAYVANCILIKLA İLGİLİ HİZMETLER (VETERİNERLİK HARİÇ)
0150,"AVCILIK,TUZAKLA AVLAMA, AV HAYVANLARI ÜRETİCİLİĞİ VE İLGİLİ HİZMETLER"
0200,"ORMANCILIK, TOMRUKÇULUK VE İLGİLİ HİZMET FAALİYETLERİ"
0500,"BALIKÇILIK, BALIK ÜRETME VE YETİŞTİRME ÇİFTLİKLERİNİN İŞLETİLMESİ VE BALIKÇILIKLA İLGİLİ HİZMETLER"
1010,TAŞKÖMÜRÜ MADENCİLİĞİ
1020,LİNYİT MADENCİLİĞİ
1030,TURBA MADENCİLİĞİ
1110,HAM PETROL VE DOĞALGAZ ÇIKARIMI
1120,"TETKİK VE ARAŞTIRMA HARİÇ, PETROL VE DOĞALGAZ ÇIKARIMI İLE İLGİLİ HİZMET FAALİYETLERİ"
1200,URANYUM VE TORYUM CEVHERİ MADENCİLİĞİ
1310,DEMİR CEVHERİ MADENCİLİĞİ
1320,URANYUM VE TORYUM CEVHERLERİ HARİÇ; DEMİR DIŞINDA KALAN METAL CEVHERLERİ MADENCİLİĞİ
1410,"KUM, KİL VE TAŞOCAKÇILIĞI"
1421,KİMYA VE GÜBRE SANAYİİNDE KULLANILAN MİNERALLERİN MADENCİLİĞİ
1422,TUZ MADENCİLİĞİ
1429,B.Y.S. DİĞER MADENCİLİK VE TAŞOCAKÇILIĞI
1511,MEZBAHACILIK; ETİN İŞLENMESİ VE SAKLANMASI
1512,BALIK VE BALIK ÜRÜNLERİNİN İŞLENMESİ VE SAKLANMASI
1513,SEBZE VE MEYVELERİN İŞLENMESİ VE SAKLANMASI
1514,BİTKİSEL VE HAYVANSAL SIVI VE KATI YAĞ İMALATI
1520,SÜT ÜRÜNLERİ İMALATI
1531,ÖĞÜTÜLMÜŞ TAHIL ÜRÜNLERİ İMALATI
1532,NİŞASTA VE NİŞASTA ÜRÜNLERİNİN İMALATI
1533,HAZIR HAYVAN YEMLERİ İMALATI
1541,FIRIN ÜRÜNLERİ İMALATI
1542,ŞEKER İMALATI
1543,"KAKAO, ÇİKOLATA VE ŞEKERLEME İMALATI"
1544,"MAKARNA, ŞEHRİYE, KUSKUS V.B. UNLU MAMÜLLERİN İMALATI"
1549,BAŞKA YERDE SINIFLANDIRILMAMIŞ GIDA MADDELERİ İMALATI
1551,"ALKOLLÜ İÇECEKLERİN DAMITILMASI, ARITILMASI VE KARIŞTIRILMASI; MAYALI MADDELERDEN ETİL ALKOL ÜRETİMİ"
1552,ŞARAP İMALATI
1553,BİRA VE MALT İMALATI
1554,"ALKOLSÜZ İÇECEK İMALATI, MADEN VE MEMBA SULARI ÜRETİMİ"
1600,TÜTÜN ÜRÜNLERİ İMALATI
1711,TEKSTİL ELYAFININ HAZIRLANMASI VE İPLİK HALİNE GETİRİLMESİ; TEKSTİL DOKUMACILIĞI
1712,TEKSTİLİN APRELENMESİ
1721,GİYİM EŞYASI DIŞINDAKİ HAZIR TEKSTİL ÜRÜNLERİ İMALATI
1722,HALI VE KİLİM İMALATI
1723,"HALAT, İP, SİCİM VE AĞ İMALATI"
1729,BAŞKA YERDE SINIFLANDIRILMAMIŞ TEKSTİL ÜRÜNLERİ İMALATI
1730,TRİKOTAJ (ÖRME) ÜRÜNLERİ İMALATI
1810,"KÜRK HARİÇ, GİYİM EŞYASI İMALATI"
1820,KÜRKÜN İŞLENMESİ VE BOYANMASI; KÜRK MAMÜLLERİ İMALATI
1911,DERİNİN TABAKLANMASI VE İŞLENMESİ
1912,"BAVUL, EL ÇANTASI VE BENZERLERİ İLE SARAÇLIK VE KOŞUM TAKIMI İMALATI"
1920,AYAKKABI İMALATI
2010,KERESTE VE PARKE SANAYİ
2021,"TAHTA PLAKA İMALATI; KONTRPLAK, YONGA LEVHA, SUNTA, DİĞER PANO VE TAHTALARIN İMALATI"
2022,İNŞAAT KERESTESİ VE DOĞRAMA İMALATI
2023,AĞAÇTAN YAPILAN AMBALAJ MALZEMELERİ İMALATI
2029,"DİĞER AĞAÇ ÜRÜNLERİ İMALATI; HASIR VE BUNA BENZER, ÖRÜLEREK YAPILAN MADDELERİN İMALATI"
2101,"KAĞIT HAMURU, KAĞIT VE MUKAVVA İMALATI"
2102,OLUKLU KARTON VE MUKAVVA İLE KAĞIT VE MUKAVVADAN YAPILAN AMBALAJLARIN İMALATI
2109,DİĞER KAĞIT VE MUKAVVA ÜRÜNLERİ İMALATI
2211,"KİTAP, BROŞÜR, MÜZİK KİTAPLARI VE DİĞER YAYINLARIN YAYIMI"
2212,"GAZETE, DERGİ VE SÜRELİ YAYINLARIN YAYIMI"
2213,"PLAK, KASET V.B. KAYITLI MEDYANIN YAYIMI"
2219,DİĞER YAYIMLAR
2221,BASIM
2222,BASIMLA İLGİLİ HİZMET FAALİYETLERİ
2230,"PLAK, KASET VB. KAYITLI MEDYANIN ÇOĞALTILMASI"
2310,KOK FIRINI ÜRÜNLERİ İMALATI
2320,RAFİNE EDİLMİŞ PETROL ÜRÜNLERİ İMALATI
2330,NÜKLEER YAKITIN ELDE EDİLMESİ
2411,ANA KİMYASAL MADDELERİN İMALATI (KİMYASAL GÜBRE VE AZOTLU BİLEŞİKLER HARİÇ)
2412,KİMYASAL GÜBRE VE AZOTLU BİLEŞİKLERİN İMALATI
2413,SENTETİK KAUÇUK VE PLASTİK HAMMADDELERİ İMALATI
2421,PESTİSİT (HAŞARAT İLACI) VE DİĞER ZİRAİ-KİMYASAL ÜRÜNLERİN İMALATI
2422,"BOYA, VERNİK V.B. KAPLAYICI MADDELER İLE MATBAA MÜREKKEBİ VE MACUN İMALATI"
2423,ECZACILIKTA VE TIPTA KULLANILAN KİMYASAL VE BİTKİSEL KAYNAKLI ÜRÜNLERİN İMALATI
2424,"SABUN VE DETERJAN, TEMİZLİK VE CİLALAMA MADDELERİ; PARFÜM; KOZMETİK VE TUVALET MALZEMELERİ İMALATI"
2429,B.Y.S. KİMYASAL ÜRÜNLERİN İMALATI
2430,SUNİ VE SENTETİK ELYAF İMALATI
2511,İÇ VE DIŞ LASTİK İMALATI; LASTİĞE SIRT GEÇİRİLMESİ VE YENİDEN İŞLENMESİ
2519,DİĞER KAUÇUK ÜRÜNLERİ İMALATI
2520,PLASTİK ÜRÜNLERİ İMALATI
2610,CAM VE CAM ÜRÜNLERİ İMALATI
2691,"YAPI MALZEMELERİ DIŞINDAKİ, ATEŞE DAYANIKLI OLMAYAN SERAMİK EŞYA İMALATI (ÇANAK, ÇÖMLEK, ÇİNİ, PORSELEN VB.)"
2692,ATEŞE DAYANIKLI SERAMİK ÜRÜNLERİN İMALATI
2693,"ATEŞE DAYANIKLI OLMAYAN, KİL VE SERAMİK YAPI MALZEMESİ ÜRÜNLERİNİN İMALATI"
2694,"ÇİMENTO, KİREÇ VE ALÇI İMALATI"
2695,ÇİMENTO VE ALÇI İLE SERTLEŞTİRİLMİŞ MADDELERİN İMALATI
2696,"TAŞIN KESİLMESİ, ŞEKİL VERİLMESİ VE KULLANABİLİR HALE GETİRİLMESİ"
2699,B.Y.S. METALİK OLMAYAN MİNERAL ÜRÜNLERİN İMALATI
2710,DEMİR-ÇELİK ANA SANAYİİ
2720,DEMİR - ÇELİK DIŞINDAKİ ANA METAL SANAYİİ
2731,DEMİR VE ÇELİĞİN DÖKÜMÜ
2732,DEMİR DIŞINDAKİ METALLERİN DÖKÜMÜ
2811,METAL YAPI MALZEMELERİ İMALATI
2812,"TANK, SARNIÇ VE METAL MUHAFAZA İMALATI"
2813,"BUHAR KAZANI İMALATI, MERKEZİ KALORİFER KAZANLARI HARİÇ"
2891,"METALLERİN DÖVÜLMESİ, PRESLENMESİ, BASKILANMASI VE YUVARLANMASI; TOZ METALÜRJİSİ"
2892,ÜCRET VEYA SÖZLEŞME ESASINA DAYALI OLARAK METALLERİN KAPLANMASI VE İŞLENMESİ
2893,"ÇATAL-BIÇAK TAKIMI, EL ALETLERİ VE HIRDAVAT MALZEMELERİ İMALATI"
2899,B.Y.S. METAL EŞYA İMALATI
2911,"İÇTEN YANMALI MOTOR VE TÜRBİN İMALATI; UÇAK, MOTORLU TAŞIT VE MOTOSİKLET MOTORLARI HARİÇ"
2912,"POMPA, KOMPRESÖR, MUSLUK VE VANA İMALATI"
2913,"MİL YATAĞI, DİŞLİ, DİŞLİ TAKIMI VE TAHRİK TERTİBATI İMALATI"
2914,"SANAYİ FIRINI, OCAK VE OCAK ATEŞLEYİCİLERİN İMALATI"
2915,KALDIRMA VE TAŞIMA TEÇHİZATI İMALATI
2919,DİĞER GENEL AMAÇLI MAKİNELERİN İMALATI
2921,TARIM VE ORMAN MAKİNELERİ İMALATI
2922,TAKIM TEZGAHLARI İMALATI
2923,METALURJİ MAKİNELERİ İMALATI
2924,"MADEN, TAŞOCAĞI VE İNŞAAT MAKİNELERİ İMALATI"
2925,"GIDA, İÇECEK VE TÜTÜN İŞLEYEN MAKİNELERİN İMALATI"
2926,"TEKSTİL, GİYİM EŞYASI VE DERİ İŞLEMEDE KULLANILAN MAKİNELERİN İMALATI"
2927,SİLAH VE MÜHİMMAT İMALATI
2929,DİĞER ÖZEL AMAÇLI MAKİNELERİN İMALATI
2930,B.Y.S. EV ALETLERİ İMALATI
3000,"BÜRO, MUHASEBE VE BİLGİ İŞLEM MAKİNELERİ İMALATI"
3110,"ELEKTRİK MOTORU, JENERATÖR VE TRANSFORMATÖRLERİN İMALATI"
3120,ELEKTRİK DAĞITIM VE KONTROL CİHAZLARI İMALATI
3130,İZOLE EDİLMİŞ TEL VE KABLO İMALATI
3140,"AKÜMÜLATÖR, PİL VE BATARYA İMALATI"
3150,ELEKTRİK AMPÜLÜ VE LAMBALARI İLE AYDINLATMA TEÇHİZATI İMALATI
3190,B.Y.S. ELEKTRİKLİ TEÇHİZAT İMALATI
3210,ELEKTRONİK VALF VE ELEKTRON TÜPLERİ İLE DİĞER ELEKTRONİK PARÇALARIN İMALATI
3220,RADYO VE TELEVİZYON VERİCİLERİ İLE TELEFON VE TELGRAF HATTI TEÇHİZATI İMALATI
3230,TELEVİZYON VE RADYO ALICILARI; SES VE GÖRÜNTÜ KAYDEDEN VEYA ÜRETEN TEÇHİZAT VE BUNLARLA İLGİLİ ARAÇLARIN İMALATI
3311,TIBBİ VE CERRAHİ TEÇHİZAT İLE ORTOPEDİK ARAÇLARIN İMALATI
3312,"ÖLÇME, KONTROL, TEST, SEYRÜSEFER V.B. AMAÇLI ALET VE CİHAZLARIN İMALATI (SANAYİDE KULLANILAN İŞLEM KONTROL TEÇHİZATI HARİÇ)"
3313,SANAYİDE KULLANILAN İŞLEM KONTROL TEÇHİZATI İMALATI
3320,OPTİK ALETLER VE FOTOĞRAFÇILIK TEÇHİZATI İMALATI
3330,SAAT İMALATI
3410,MOTORLU KARA TAŞITLARININ İMALATI
3420,MOTORLU KARA TAŞITLARI KAROSERİ İMALATI; RÖMORK VE YARI - RÖMORK İMALATI
3430,MOTORLU KARA TAŞITLARI VE BUNLARIN MOTORLARIYLA İLGİLİ PARÇA VE AKSESUARLARIN İMALATI
3511,GEMİ YAPIMI VE ONARIMI
3512,EĞLENCE VE SPORTİF AMAÇLI TEKNELERİN YAPIMI VE ONARIMI
3520,DEMİRYOLU VE TRAMVAY LOKOMOTİFLERİ İLE VAGONLARININ İMALATI
3530,HAVA VE UZAY TAŞITLARI İMALATI
3591,MOTOSİKLET İMALATI
3592,BİSİKLET VE SAKAT TAŞIYICILARI İMALATI
3599,B.Y.S. DİĞER ULAŞIM ARAÇLARININ İMALATI
3610,MOBİLYA İMALATI
3691,KUYUMCULUK VE İLGİLİ MADDELERİN İMALATI
3692,MÜZİK ALETLERİ İMALATI
3693,SPOR MALZEMELERİ İMALATI
3694,OYUN VE OYUNCAK İMALATI
3699,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER İMALAT
3710,METAL ATIK VE HURDALARIN YENİDEN DEĞERLENDİRİLMESİ
3720,METAL OLMAYAN ATIK VE HURDALARIN YENİDEN DEĞERLENDİRİLMESİ
4010,"ELEKTRİK ÜRETİMİ, İLETİMİ VE DAĞITIMI"
4020,GAZ ÜRETİMİ VE DAĞITIMI
4030,BUHAR VE SICAK SU ÜRETİMİ VE DAĞITIMI (SOĞUK ENERJİLER DAHİL)
4100,"SUYUN TOPLANMASI, ARITILMASI VE DAĞITILMASI"
4510,İNŞAAT ALANININ HAZIRLANMASI
4520,YENİ VEYA İLAVE BİNA İNŞAATI; BİNA DIŞI İNŞAAT FAALİYETLERİ
4530,TESİSAT İŞLERİ
4540,BİNA İNŞAATINDAKİ TAMAMLAYICI FAALİYETLER
4550,"İNŞAAT YAPIM VE YIKIM İŞLERİ İÇİN, OPERATÖRÜYLE BİRLİKTE MAKİNE VE TEÇHİZAT KİRALANMASI"
5010,MOTORLU TAŞITLARIN SATIŞI
5020,MOTORLU TAŞITLARIN BAKIM VE ONARIMI
5030,MOTORLU TAŞITLARIN PARÇA VE AKSESUARLARININ SATIŞI
5040,"MOTOSİKLET VE İLGİLİ PARÇA VE AKSESUARLARIN SATIŞI, BAKIMI VE ONARIMI"
5050,MOTORLU TAŞIT YAKITININ PERAKENDE SATIŞI
5110,ÜCRET VEYA SÖZLEŞME ESASINDA TOPTAN TİCARET (KOMİSYONCULUK)
5121,TARIMSAL HAMMADDE VE CANLI HAYVAN TOPTAN TİCARETİ
5122,"GIDA, İÇECEK VE TÜTÜN TOPTAN TİCARETİ"
5131,"TEKSTİL, GİYİM EŞYASI VE AYAKKABI TOPTAN TİCARETİ"
5139,DİĞER EV EŞYALARININ TOPTAN TİCARETİ
5141,"KATI, SIVI VE GAZ YAKITLAR VE İLGİLİ ÜRÜNLERİN TOPTAN TİCARETİ"
5142,MADEN VE MADEN CEVHERİ TOPTAN TİCARETİ
5143,"İNŞAAT MALZEMELERİ HIRDAVAT, SIHHİ TESİSAT, ISITMA TEÇHİZATI TOPTAN TİCARETİ"
5149,"DİĞER ARA MALLAR, ATIK VE HURDA TOPTAN TİCARETİ"
5150,MAKİNA VE TEÇHİZAT TOPTAN TİCARETİ
5190,DİĞER TOPTAN TİCARET
5211,"BELİRLİ BİR MALA TAHSİS EDİLMEMİŞ MAĞAZALARDA GIDA, İÇECEK VE TÜTÜN AĞIRLIKLI PERAKENDE TİCARET"
5219,BELİRLİ BİR MALA TAHSİS EDİLMEMİŞ MAĞAZALARDA DİĞER PERAKENDE TİCARET
5220,"BELİRLİ BİR MALA TAHSİS EDİLMİŞ MAĞAZALARDA GIDA, İÇECEK VE TÜTÜN PERAKENDE TİCARETİ"
5231,"ECZACILIK ÜRÜNLERİ, TIBBİ ALETLER, KOZMETİK, PARFÜMERİ VE TUVALET MALZEMELERİ PERAKENDE TİCARETİ"
5232,"TEKSTİL ÜRÜNLERİ, GİYİM EŞYALARI, AYAKKABI VE DERİ EŞYA PERAKENDE TİCARETİ"
5233,"EV İLE İLGİLİ ALET, EŞYA VE TEÇHİZATININ PERAKENDE TİCARETİ"
5234,"HIRDAVAT, BOYA VE CAM PERAKENDE TİCARETİ"
5239,BELİRLİ BİR MALA TAHSİS EDİLMİŞ MAĞAZALARDA DİĞER PERAKENDE TİCARET
5240,KULLANILMIŞ MALLARIN SATILDIĞI MAĞAZALARDAKİ PERAKENDE TİCARET
5251,POSTA YOLUYLA PERAKENDE TİCARET
5252,"PAZARLARDA, SERGİLERDE VEYA SEYYAR OLARAK YAPILAN PERAKENDE TİCARET"
5259,MAĞAZALARDA YAPILMAYAN DİĞER PERAKENDE TİCARET
5260,KİŞİSEL VE EV EŞYALARININ TAMİRİ
5510,"OTELLER, MOTELLER, PANSİYONLAR, KAMPLAR VE DİĞER KONAKLAMA YERLERİ"
5520,"LOKANTA, KAHVEHANE, BAR VE YEME İÇME YERLERİ"
6010,DEMİRYOLU TAŞIMACILIĞI
6021,DİĞER TARİFELİ KARAYOLU YOLCU TAŞIMACILIĞI
6022,DİĞER TARİFESİZ KARAYOLU YOLCU TAŞIMACILIĞI
6023,KARAYOLU İLE YÜK TAŞIMACILIĞI
6030,BORU HATTIYLA TAŞIMACILIK HİZMETLERİ
6110,DENİZ VE KIYI TAŞIMACILIĞI
6120,"İÇ SULARDA YÜK VE YOLCU TAŞIMACILIĞI (GÖL, NEHİR) VB."
6210,TARİFELİ HAVAYOLU TAŞIMACILIĞI
6220,TARİFESİZ HAVAYOLU TAŞIMACILIĞI; UZAY TAŞIMACILIĞI
6301,YÜKLEME BOŞALTMA HİZMETLERİ
6302,DEPOLAMA VE AMBARLAMA HİZMETLERİ
6303,DİĞER DESTEKLEYİCİ ULAŞTIRMA FAALİYETLERİ
6304,"SEYAHAT ACENTELERİ VE TUR İŞLETMECİLERİNİN FAALİYETLERİ; BAŞKA YERDE SINIFLANDIRILMAMIŞ, TURİSTLERE YARDIMCI FAALİYETLER"
6309,DİĞER ULAŞTIRMA ACENTELERİNİN HİZMETLERİ
6411,ULUSAL POSTA HİZMETLERİ
6412,ULUSAL POSTA FAALİYETLERİ DIŞINDAKİ KURYE FAALİYETLERİ
6420,TELEKOMÜNİKASYON
6511,MERKEZ BANKASI FAALİYETLERİ
6519,"DİĞER PARASAL ARACI KURULUŞLARIN FAALİYETLERİ (TİCARİ BANKALAR, TASARRUF BANKALARI VE KREDİ KURULUŞLARI)"
6591,FİNANSAL KİRALAMA (FİNANSAL LEASING) HİZMETLERİ
6592,DİĞER KREDİ VERME FAALİYETLERİ
6599,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER MALİ ARACI KURULUŞLARIN FAALİYETLERİ
6601,HAYAT SİGORTASI (CAN SİGORTALARI)
6602,EMEKLİLİK FONLARI
6603,HAYAT SİGORTASI DIŞINDAKİ SİGORTALAR
6711,MALİ PİYASALARIN İDARESİ (SERMAYE PİYASASI)
6712,MENKUL KIYMETLERLE İLGİLİ FAALİYETLER
6719,MALİ ARACI KURULUŞLARA YARDIMCI DİĞER FAALİYETLER
6720,"SİGORTA, REASÜRANS VE EMEKLİLİK FONLARINA YARDIMCI FAALİYETLER"
7010,KENDİNE AİT VEYA KİRALANMIŞ GAYRİMENKUL İLE İLGİLİ FAALİYETLER
7020,BİR ÜCRET YA DA SÖZLEŞME ESASINA DAYANAN GAYRİMENKUL FAALİYETLERİ
7111,KARA TAŞITLARININ SÜRÜCÜSÜZ KİRALANMASI
7112,SU TAŞITLARININ KAPTANSIZ KİRALANMASI
7113,HAVA TAŞITLARININ PİLOTSUZ KİRALANMASI
7121,OPERATÖRSÜZ TARIMSAL MAKİNE VE TEÇHİZATIN KİRALANMASI
7122,İNŞAAT VE MÜHENDİSLİKTE KULLANILAN MAKİNE VE TEÇHİZATIN OPERATÖRSÜZ KİRALANMASI
7123,BÜRO MAKİNE VE TEÇHİZATININ KİRALANMASI (BİLGİSAYARLAR DAHİL)
7129,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER MAKİNE VE TEÇHİZATIN KİRALANMASI
7130,BAŞKA YERDE SINIFLANDIRILMAMIŞ KİŞİSEL VE EV EŞYALARININ KİRALANMASI
7210,BİLGİSAYAR DONANIM DANIŞMANLIĞI
7220,"BİLGİSAYAR YAZILIM DANIŞMANLIĞI, PROGRAM ÜRETİMİ VE TEMİNİ"
7230,VERİ İŞLEME
7240,VERİ TABANI FAALİYETLERİ
7250,"BÜRO, MUHASEBE VE BİLGİ İŞLEME MAKİNALARININ BAKIM VE ONARIMI"
7290,BİLGİSAYARLARLA İLGİLİ DİĞER FAALİYETLER
7310,MÜHENDİSLİK VE FEN BİLİMLERİ İLE İLGİLİ ARAŞTIRMA VE DENEYSEL GELİŞTİRME FAALİYETLERİ
7320,SOSYAL VE BEŞERİ BİLİMLER İLE İLGİLİ ARAŞTIRMA VE DENEYSEL GELİŞTİRME FAALİYETLERİ
7411,HUKUKİ FAALİYETLER
7412,MUHASEBE VE MALİ MÜŞAVİRLİK VE HESAP UZMANLIĞI HİZMETLERİ; VERGİ DANIŞMANLIĞI HİZMETLERİ
7413,PİYASA VE KAMUOYU ARAŞTIRMA FAALİYETLERİ
7414,İŞ VE YÖNETİM DANIŞMANLIĞI FAALİYETLERİ
7421,"MİMARLIK, MÜHENDİSLİK VE İLGİLİ TEKNİK DANIŞMANLIK FAALİYETLERİ"
7422,TEKNİK TEST VE ANALİZ FAALİYETLERİ
7430,REKLAM HİZMETLERİ
7491,İŞE YENİ GİRECEK KİŞİLERİN SEÇİMİ VE YERLEŞTİRİLMESİ FAALİYETLERİ
7492,SORUŞTURMA VE GÜVENLİK FAALİYETLERİ
7493,BİNA TEMİZLEME FAALİYETLERİ (ENDÜSTRİYEL AMAÇLI TEMİZLİK )
7494,FOTOĞRAFÇILIKLA İLGİLİ FAALİYETLER
7495,AMBALAJLAMA FAALİYETLERİ
7499,B.Y.S. DİĞER İŞ FAALİYETLERİ
7511,GENEL KAMU HİZMETLERİ
7512,"SOSYAL GÜVENLİK HARİÇ, SAĞLIK, EĞİTİM, KÜLTÜR HİZMETLERİ VE DİĞER SOSYAL HİZMETLERİ SAĞLAYAN KURULUŞLARIN FAALİYETLERİNİN DÜZENLENMESİ"
7513,İŞ ETKİNLİĞİNİN ARTIRILMASINA YÖNELİK KATKI VE DÜZENLEME FAALİYETLERİ
7514,DEVLET İÇİN YAPILAN YARDIMCI HİZMETLER
7521,DIŞİŞLERİ İLE İLGİLİ HİZMETLER
7522,SAVUNMA FAALİYETLERİ
7523,KAMU DÜZENİ VE GÜVENLİK FAALİYETLERİ
7530,ZORUNLU SOSYAL GÜVENLİK FAALİYETLERİ
8010,İLKÖĞRETİM HİZMETLERİ
8021,GENEL ORTAÖĞRETİM HİZMETLERİ
8022,TEKNİK VE MESLEKİ ORTAÖĞRETİM HİZMETLERİ
8030,YÜKSEKÖĞRETİM HİZMETLERİ
8090,YETİŞKİNLERİN EĞİTİLMESİ VE DİĞER EĞİTİM FAALİYETLERİ
8511,HASTANE HİZMETLERİ
8512,TIP VE DİŞCİLİKLE İLGİLİ UYGULAMA FAALİYETLERİ
8519,İNSAN SAĞLIĞI İLE İLGİLİ DİĞER HİZMETLER
8520,VETERİNERLİK HİZMETLERİ
8531,BARINACAK YER SAĞLANARAK YÜRÜTÜLEN SOSYAL HİZMETLER
8532,BARINACAK YER SAĞLANMAKSIZIN YÜRÜTÜLEN SOSYAL HİZMETLER
9000,"KANALİZASYON, ÇÖP VE ATIKLARIN TOPLANMASI, HIFZISIHHA VE BENZERİ HİZMETLER"
9111,İŞ VE İŞVEREN KURULUŞLARININ FAALİYETLERİ
9112,MESLEK KURULUŞLARININ FAALİYETLERİ
9120,ÜCRETLE ÇALIŞANLARIN SENDİKA FAALİYETLERİ
9191,DİNİ KURULUŞLARIN FAALİYETLERİ
9192,SİYASİ KURULUŞLARIN FAALİYETLERİ
9199,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER ÜYE OLUNAN KURULUŞLARIN FAALİYETLERİ
9211,SİNEMA VE VİDEO YAPIMI VE DAĞITIMI
9212,SİNEMA FİLMİ GÖSTERİMİ
9213,RADYO VE TELEVİZYON HİZMETLERİ
9214,"DRAMATİK SANATLAR, MÜZİK VE DİĞER SANAT FAALİYETLERİ"
9219,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER EĞLENCE FAALİYETLERİ
9231,KÜTÜPHANECİLİK VE ARŞİVLEME FAALİYETLERİ
9232,TARİHİ YAPI VE ALANLARI KORUMA VE MÜZECİLİK FAALİYETLERİ
9233,BOTANİK VE HAYVANAT BAHÇELERİ İLE MİLLİ PARKLARLA İLGİLİ FAALİYETLER
9241,SPORLA İLGİLİ FAALİYETLER
9249,DİĞER EĞLENCE VE DİNLENME FAALİYETLERİ
9301,TEKSTİL VE KÜRK ÜRÜNLERİNİN YIKANMASI VE KURU TEMİZLEMESİ
9302,"BERBER, KUAFÖR VE GÜZELLİK SALONLARININ FAALİYETLERİ"
9303,CENAZE İŞLERİ VE İLGİLİ FAALİYETLER
9309,BAŞKA YERDE SINIFLANDIRILMAMIŞ DİĞER HİZMET FAALİYETLERİ
9500,EVLERDE YAPTIRILAN HİZMET İŞLERİ